start,end,Form 2: This form is regarding water quality and solid waste,Section 1: General information and safety ,safety,team_code,rhs_lhs,location,lat,long,Section 2. The next set of questions will be related to water quality  and stormwater connections. ,inlets,inlets_pic,,unauthorised_inlets,unauthorised_inlets_pic,_1,observations, water_stagnant,water_contamination,water_colour,water_turbidity,water_smell,water_pic,_2,Section 3. Next set of questions are about solid waste and clean up efforts.,sw_inside,sw_inside_type,_3,sw_inside_source,sw_inside_pic,_4,sw_outside,sw_outside_type,sw_outside_source,sw_outside_pic,_5,sw_clean_up,community_engagement,community_engagement_pic,_6,outdated,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,outdated_1,_tags,meta/rootUuid,_index,_index_f1,_drain,_drain_secondary,_team_name
2026-01-31T11:05:31.198+05:30,2026-01-31T11:10:56.487+05:30,,,"Yes, I feel safe to conduct the audit",A5,Right hand side (RHS),12.9153353 77.643572 811.5 4.274,12.9153353,77.643572,,no,,,yes,1769837895923.jpg,,,flowing,Solid Particles Or Oily Film On Water,Greenish,Cloudy,Less Odor  I Am Able To Stand Near The S,1769838029880.jpg,,,Yes,Mixed,Mixed,"Households, leaves, branches of trees",1769838101531.jpg,,Yes,Mixed,Households,1769838156654.jpg,,no,,,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/660519057/attachments/attnmW38eFcZ6tiQf8P3Qfs6/,660519174,58dd792a-a7b4-4c2a-bf1c-bdc31341b007,2026-01-31T06:44:31,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/660519057/attachments/att2VBXZ6Wgd9W7GCvqPAgiW/,,uuid:58dd792a-a7b4-4c2a-bf1c-bdc31341b007,32,29,K200,,Mod Foundation
2026-01-31T11:45:00.834+05:30,2026-01-31T11:48:35.554+05:30,,,"No, I do not feel safe. I will stop the audit at this point.",A5,Left hand side (LHS),12.9156434 77.6397554 810.5 4.298,12.9156434,77.6397554,,yes,1769840201355.jpg,,yes,1769840241927.jpg,,,flowing,Solid Particles Or Oily Film On Water,Greenish,Cloudy,Less Odor  I Am Able To Stand Near The S,1769840338556.jpg,,,Yes,Mixed,Mixed,"Household, STP plant",1769840439231.jpg,,Yes,Mixed,"Household, STP plant",1769840475839.jpg,,no,,,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/660519161/attachments/attTyKQEjiBVi83U8bb3v6p3/,660519533,9d2aed18-7de6-4dec-9d0f-a8e206f3fbb3,2026-01-31T06:44:41,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/660519161/attachments/attAFXxmsaRBuAJ5zaqkmHoK/,,uuid:9d2aed18-7de6-4dec-9d0f-a8e206f3fbb3,33,31,K200,,Mod Foundation
2026-01-31T12:07:21.236+05:30,2026-01-31T12:10:24.555+05:30,,,"Yes, I feel safe to conduct the audit",A5,Right hand side (RHS),12.9157283 77.6371801 810.7000122070312 4.752,12.9157283,77.6371801,,no,,,yes,1769841534371.jpg,,,flowing,Black Or Grey Water,Greenish,Opaque,Strong Smell Of Sewage  Unable To Sand N,1769841649631.jpg,,,Yes,Mixed,Mixed,"Household, construction",1769841732321.jpg,,Yes,Mixed,"Household, construction ",1769841793498.jpg,,no,Not Applicable,,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/660519185/attachments/atthPaSsU5iskmh5hS2pwjcV/,660519166,662e0aec-4f42-4d18-aa49-8dfa423342f1,2026-01-31T06:44:43,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/660519185/attachments/attBwoeYqQ7LRBrEeEY9qWWi/,,uuid:662e0aec-4f42-4d18-aa49-8dfa423342f1,31,32,K200,,Mod Foundation
2026-01-31T11:23:14.877+05:30,2026-01-31T11:31:56.794+05:30,,,"Yes, I feel safe to conduct the audit",A5,Right hand side (RHS),12.9156088 77.6417376 811.2999877929688 3.859,12.9156088,77.6417376,,yes,1769838839467.jpg,,no,,,,flowing,Solid Particles Or Oily Film On Water,Greenish,Cloudy,Less Odor  I Am Able To Stand Near The S,1769838988955.jpg,,,Yes,Household  Mostly,Household  Mostly,Households throwing waste,1769839061276.jpg,,No,Construction Debris,Construction material,1769839120603.jpg,,yes,Not Applicable,,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/660519326/attachments/attQdWQ52tCuJCj6oAFcoX9u/,660519120,58a25046-e3ea-4d65-bc11-02fba47495ca,2026-01-31T06:44:58,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/660519326/attachments/attDkGrWWwyv7BSRJRALzjV9/,,uuid:58a25046-e3ea-4d65-bc11-02fba47495ca,29,33,K200,,Mod Foundation
2026-01-31T11:37:48.929+05:30,2026-01-31T11:41:30.719+05:30,,,"Yes, I feel safe to conduct the audit",A5,Left hand side (LHS),12.9156251 77.6401961 811.0 4.073,12.9156251,77.6401961,,yes,1769839708138.jpg,,no,,,,flowing,Black Or Grey Water,Greenish,Cannot Say,Less Odor  I Am Able To Stand Near The S,,,,No,No Waste,No Waste,NA,,,No,No Waste,,,,yes,Plants,1769839818747.jpg,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/660519447/attachments/att3W96XkhoGwx3etNsgCZ48/,660519142,22ea8835-e057-4538-b668-8404dc58bfb4,2026-01-31T06:45:12,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/660519447/attachments/attKjX5fqCFXiyPcZQmtFoWR/,,uuid:22ea8835-e057-4538-b668-8404dc58bfb4,30,34,K200,,Mod Foundation
2026-01-31T11:57:02.545+05:30,2026-01-31T12:02:51.702+05:30,,,"Yes, I feel safe to conduct the audit",A4,Right hand side (RHS),12.9159113 77.6354732 810.3999633789062 5.351,12.9159113,77.6354732,,yes,1769840895935.jpg,,no,,,"Main SWD is divided into two sub-swd, probably to segregate waste water coming from HSR",flowing,Black Or Grey Water,Yellow,Cloudy,Strong Smell Of Sewage  Unable To Sand N,1769841031418.jpg,,,No,No Waste,No Waste,Dumping,1769841058026.jpg,,No,,,,,yes,Not Applicable,,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/660525547/attachments/attYaBEi49zJn554GgUMWfbR/,660597967,9f9f8e4b-795f-4a59-a3fa-44eb529c4dfd,2026-01-31T06:55:30,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/660525547/attachments/att26DnfdgoaZSxYCRQGTbVC/,,uuid:9f9f8e4b-795f-4a59-a3fa-44eb529c4dfd,41,35,K200,,Mod Foundation
2026-01-31T12:14:03.000+05:30,2026-01-31T12:18:39.451+05:30,,,"Yes, I feel safe to conduct the audit",A4,Right hand side (RHS),12.915974 77.6343001 811.2000122070312 4.275,12.915974,77.6343001,,cannot_see,1769841967429.jpg,,no,,,.,flowing,Black Or Grey Water,Black,Opaque,Less Odor  I Am Able To Stand Near The S,1769842022703.jpg,,,Yes,Commercial  Mostly,Commercial  Mostly,"Commercial dumping
",1769842093715.jpg,,Yes,Mixed,Commercial space dumping,1769842122388.jpg,,no,,,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/660525646/attachments/attRvL8LpBq6ec3qSifg4neJ/,660598000,a012a442-bd57-4d9f-958d-a2ad816eccb0,2026-01-31T06:55:44,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/660525646/attachments/attyFDazurJCeKkx788pKEKY/,,uuid:a012a442-bd57-4d9f-958d-a2ad816eccb0,42,36,K200,,Mod Foundation
2026-01-31T10:49:55.721+05:30,2026-01-31T11:00:32.406+05:30,,,"Yes, I feel safe to conduct the audit",A4,Right hand side (RHS),12.9152264 77.644632 812.7999877929688 3.957,12.9152264,77.644632,,yes,1769837279109.jpg,,no,,,,flowing,Black Or Grey Water,Greenish,Transparent,Less Odor  I Am Able To Stand Near The S,1769837696526.jpg,,,Yes,Mixed,Mixed,"Trees, households",1769837819259.jpg,,Yes,Mixed,"Household waste, concrete debris caused by the markets neatby and residential area",1769837924709.jpg,,no,Not Applicable,,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/660530689/attachments/att7BVtH64h8B7AmupsrRXMH/,660488434,a91f8173-83da-4c3c-87f8-f03371e8f3cb,2026-01-31T07:05:10,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/660530689/attachments/attBGfNMnkiF2y5MiVt4tJ7z/,,uuid:a91f8173-83da-4c3c-87f8-f03371e8f3cb,24,38,K200,,Mod Foundation
2026-01-31T11:19:37.888+05:30,2026-01-31T11:23:56.987+05:30,,,"Yes, I feel safe to conduct the audit",A4,Right hand side (RHS),12.9154656 77.643004 810.5999755859375 3.7,12.9154656,77.643004,,yes,1769838619597.jpg,,cannot_see,,,,flowing,Black Or Grey Water,Greenish,Transparent,Less Odor  I Am Able To Stand Near The S,,,,Yes,Mixed,Mixed,"Households, shops",1769838816543.jpg,,Yes,Mixed,Household and concrete debris CND waste,1769838881569.jpg,,no,Not Applicable,,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/660597726/attachments/attgTaK4t5fwgdaZKkx7CF8J/,660499402,27f8f143-2da4-4206-b91f-f22334a709aa,2026-01-31T08:57:20,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/660597726/attachments/attN9JyPgkYVpwyyCkJ8EMpa/,,uuid:27f8f143-2da4-4206-b91f-f22334a709aa,27,40,K200,,Mod Foundation
2026-01-31T11:33:30.959+05:30,2026-01-31T11:40:54.611+05:30,,,"Yes, I feel safe to conduct the audit",A4,Left hand side (LHS),12.9155564 77.6407582 813.3999633789062 8.25,12.9155564,77.6407582,,no,,,yes,1769839786030.jpg,,,flowing,Black Or Grey Water,Greenish,Transparent,Less Odor  I Am Able To Stand Near The S,1769839847306.jpg,,,Yes,Mixed,Mixed,"Household, commercial, cnd waste",1769839902969.jpg,,Yes,Construction Debris,Construction nearby,1769839971313.jpg,,yes,Plants,1769840004291.jpg,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/660597908/attachments/attVdJUWo7hjUBtoNfLWDTgk/,660525369,65917931-9a0b-4570-8776-9f04ec3dc7a8,2026-01-31T08:57:42,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/660597908/attachments/attJwegFi4dQH8eTENvsRiaz/,,uuid:65917931-9a0b-4570-8776-9f04ec3dc7a8,34,41,K200,,Mod Foundation
2026-01-31T12:20:58.634+05:30,2026-01-31T12:23:16.608+05:30,,,"Yes, I feel safe to conduct the audit",A4,Right hand side (RHS),12.9159835 77.6334757 810.8999633789062 4.65,12.9159835,77.6334757,,yes,1769842332812.jpg,,no,,,,flowing,Black Or Grey Water,Greenish,Transparent,Less Odor  I Am Able To Stand Near The S,1769842393702.jpg,,,Yes,Mixed,Mixed,"Households, commercial waste",1769842435314.jpg,,Yes,Mixed,"HH, CND waste",1769842483217.jpg,,no,Not Applicable,,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/660598072/attachments/attXgmt35GaunavJEYWX2MKd/,660525770,43f842ef-0a0c-4e9b-a874-26818a55ce59,2026-01-31T08:58:04,,,submitted_via_web,,,,uuid:43f842ef-0a0c-4e9b-a874-26818a55ce59,35,42,K200,,Mod Foundation
2026-02-07T10:59:40.035+05:30,2026-02-07T11:14:15.329+05:30,,,"Yes, I feel safe to conduct the audit",A10,Left hand side (LHS),12.9553374 77.5120476 745.5 4.454,12.9553374,77.5120476,,yes,1770442805456.jpg,,cannot_see,,,Point inside the park,flowing,Cannot See,Cannot Say,Cannot Say,Cannot See,,,,Cannot See,No Waste,No Waste,,,,No,No Waste,,,,yes,Benches Plants,1770443064469.jpg,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/665824439/attachments/attoJ3mNfZMgfTZg2PP9gRW6/,665824561,9e8550e8-7fc9-443d-80a2-3891b0eb4f1f,2026-02-07T05:50:03,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/665824439/attachments/attoNDA5j5vyjAFL9d3NyBi9/,,uuid:9e8550e8-7fc9-443d-80a2-3891b0eb4f1f,43,43,V200,,Mod Foundation
2026-02-07T11:17:19.674+05:30,2026-02-07T11:19:33.987+05:30,,,"Yes, I feel safe to conduct the audit",A10,Left hand side (LHS),12.9562425 77.5121489 745.5 20.219,12.9562425,77.5121489,,no,1770443372962.jpg,,cannot_see,,,Mild foul odor,cannot_see,Cannot See,Cannot Say,Cannot Say,Less Odor  I Am Able To Stand Near The S,,,,Cannot See,,,,,,Cannot See,Mixed,Cannot see,,,not_applicable,Not Applicable,,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/665824474/attachments/attXMmDqijjt3b2UhJcB3g7d/,665836319,a3618f41-489d-46c0-9766-c634cfbf9ea5,2026-02-07T05:50:09,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/665824474/attachments/attJLxE4YWLvP79v5gvKonCX/,,uuid:a3618f41-489d-46c0-9766-c634cfbf9ea5,46,44,V200,,Mod Foundation
2026-02-07T11:21:56.162+05:30,2026-02-07T11:29:10.334+05:30,,,"Yes, I feel safe to conduct the audit",A10,Left hand side (LHS),12.956806 77.5120249 743.0999755859375 3.892,12.956806,77.5120249,,no,,,no,,,,flowing,Black Or Grey Water,Black,Opaque,Strong Smell Of Sewage  Unable To Sand N,1770443889561.jpg,,,Yes,Household  Mostly,Household  Mostly,Household dump,1770444068533.jpg,,No,No Waste,,,,no,Not Applicable,,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/665828029/attachments/attHqw8vYLy9sG9J3VCA822A/,665829564,3fb6cfa1-a59d-4ca7-ad7d-aaaeca9556d5,2026-02-07T05:59:20,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/665828029/attachments/attSLH858mRayYpr2FfukJrv/,,uuid:3fb6cfa1-a59d-4ca7-ad7d-aaaeca9556d5,45,45,V200,,Mod Foundation
2026-02-07T11:42:20.749+05:30,2026-02-07T11:45:36.665+05:30,,,"Yes, I feel safe to conduct the audit",A10,Left hand side (LHS),12.958616 77.5149942 758.8999633789062 11.603,12.958616,77.5149942,,yes,1770444796127.jpg,,cannot_see,,,Sevage manhole access points,flowing,Black Or Grey Water,Black,Opaque,Strong Smell Of Sewage  Unable To Sand N,1770444871383.jpg,,,Yes,Household  Mostly,Household  Mostly,Source unknown ,1770444910818.jpg,,No,Household  Mostly,Public dumping their household waste ,1770444963785.jpg,,no,Not Applicable,,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/665835999/attachments/attYxQpnHRt4MHX8VW5sW4rs/,665836354,9552a153-94d3-4b80-9c03-d400c069861c,2026-02-07T06:16:00,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/665835999/attachments/attoHDN38mCA534WH4MaREa7/,,uuid:9552a153-94d3-4b80-9c03-d400c069861c,47,46,V200,,Mod Foundation
